Date,Open,High,Low,Close,Adj Close,Volume
10/27/2014,5086.253906,5091.045898,5024.291992,5024.291992,5024.142578,2643968400
10/28/2014,5028.329102,5032.549805,4995.85498,5001.304199,5001.155762,3170307100
10/29/2014,5019.48584,5074.305176,5018.973145,5074.056152,5073.905762,3660158600
10/30/2014,5072.905762,5076.287109,5032.375977,5058.849121,5058.69873,3449555200
10/31/2014,5076.096191,5089.546875,5060.596191,5089.546875,5089.395996,3248979600
11/3/2014,5102.537109,5103.698242,5060.315918,5085.508789,5085.35791,2937954000
11/4/2014,5078.520996,5090.445801,5070.48584,5070.939941,5070.789551,3163115100
11/5/2014,5075.244141,5087.243164,5052.007813,5066.832031,5066.681641,3822222100
11/6/2014,5069.944824,5074.249023,5029.950195,5034.230957,5034.081543,3095617400
11/7/2014,5033.365234,5040.971191,4979.195801,4987.423828,4987.275879,3811607800
11/10/2014,4997.299805,5008.790039,4965.387207,4965.387207,4965.239746,3009163700
11/11/2014,4971.120117,5043.520996,4970.498047,5032.28418,5032.134766,3523927000
11/12/2014,5047.241211,5067.964844,5035.705078,5048.84082,5048.690918,3057628900
11/13/2014,5046.498047,5052.48584,5029.620117,5048.667969,5048.518066,2857497600
11/14/2014,5047.638184,5068.077148,5035.460938,5049.487793,5049.337891,2843486400
11/17/2014,5037.299805,5073.762207,5037.035156,5053.942871,5053.792969,3507189200
11/18/2014,5077.104004,5102.469238,5068.280762,5102.469238,5102.317871,4095725400
11/19/2014,5114.154785,5140.978027,5111.695801,5127.933105,5127.78125,4903077900
11/20/2014,5123.191895,5126.278809,5071.439941,5093.565918,5093.414551,3856786900
11/21/2014,5091.048828,5122.821777,5084.095215,5112.044922,5111.893066,4899083200
11/24/2014,5133.948242,5157.083984,5124.809082,5141.76416,5141.611328,5610406200
11/25/2014,5137.03418,5149.479004,5118.944824,5118.944824,5118.792969,5196818400
11/26/2014,5125.23877,5137.063965,5107.571777,5133.036133,5132.883789,4819645800
11/27/2014,5134.702148,5148.413086,5134.702148,5145.314941,5145.162109,5311692600
11/28/2014,5139.64209,5149.888184,5126.97998,5149.888184,5149.735352,5720875400
12/1/2014,5150.379883,5167.690918,5134.753906,5164.288086,5164.134766,4499727100
12/2/2014,5169.615234,5194.046875,5166.628906,5175.792969,5175.63916,4981680500
12/3/2014,5180.26123,5187.350098,5157.152832,5166.043945,5165.890625,4660349300
12/4/2014,5172.042969,5199.331055,5160.780762,5177.160156,5177.006348,4817669000
12/5/2014,5185.250977,5206.224121,5185.214844,5187.994141,5187.840332,3973562700
12/8/2014,5197.890137,5207.21582,5124.543945,5144.01416,5143.861328,5183423700
12/9/2014,5132.90918,5142.816895,5122.312012,5122.312012,5122.160156,4987931700
12/10/2014,5121.580078,5168.72998,5121.580078,5165.407227,5165.253906,0
12/11/2014,5139.286133,5166.700195,5137.199219,5152.694824,5152.541992,4594402800
12/12/2014,5151.161133,5178.515137,5150.584961,5160.433105,5160.280273,5157773800
12/15/2014,5124.262207,5126.070801,5094.416016,5108.432129,5108.280273,6687456000
12/16/2014,5067.950195,5069.263184,5005.274902,5026.027832,5025.878418,6795053400
12/17/2014,5030.814941,5059.731934,5021.949219,5035.648926,5035.499512,5484104500
12/18/2014,5076.226074,5113.345215,5076.226074,5113.345215,5113.193359,6373773600
12/19/2014,5141.706055,5162.371094,5127.723145,5144.621094,5144.468262,6667904900
12/22/2014,5161.019043,5167.020996,5125.771973,5125.771973,5125.620117,6044771300
